FALL, SIR BRIAN J.P.	1980	1981	Head of Eastern Europe and Soviet Department Foreign and Commonwealth Office 	Q4963709
FALL, SIR BRIAN J.P.	1981	1984	Principal Private Secretary to the Foreign Secretary 	Q4963709
FALL, SIR BRIAN J.P.	1984	1986	Director of Cabinet Secretary-General of N.A.T.O. 	Q4963709
FALL, SIR BRIAN J.P.	1986	1988	Asssistant Under-Secretary for Foreign and Commonwealth Affairs (Defence) 	Q4963709
FALL, SIR BRIAN J.P.	1988	1989	Minister U.S.A. 	Q4963709
FALL, SIR BRIAN J.P.	1989	1992	High Commissioner to Canada 	Q4963709
FALL, SIR BRIAN J.P.	1992	1995	Ambassador to Russia 	Q4963709
FALL, DAVID W.	1988	1989	Head of Narcotics Control and Aids Department Foreign and Commonwealth Office 	
FALL, DAVID W.	1990	1993	Counsellor and Deputy Head of Mission Thailand 	
FALL, DAVID W.	1993	1997	Deputy High Commissioner Australia 	
FALL, DAVID W.	1997	2000	Ambassador to Vietnam 	
FALL, DAVID W.	2003	2007	Ambassador to Thailand 	
FALLA, PAUL S.			Head of Eastern Department Foreign Office 	
FALLA, PAUL S.	1953	1955	Head of Levant Department Foreign Office 	
FALLA, PAUL S.	1955	1958	Head of General Department Foreign Office 	
FALLA, PAUL S.	1966	1967	Acting Director of Research Foreign Office 	
FALLE, SIR SAM	1961	1963	Consul-General Gothenburg 	Q15429021
FALLE, SIR SAM	1963	1964	Head of United Nations Department Foreign Office 	Q15429021
FALLE, SIR SAM	1964	1967	Head of United Nations (Political) Department Foreign Office 	Q15429021
FALLE, SIR SAM	1967	1968	Deputy High Commissioner to Malaysia 	Q15429021
FALLE, SIR SAM	1969	1970	Ambassador to Kuwait 	Q15429021
FALLE, SIR SAM	1970	1974	High Commissioner to Singapore 	Q15429021
FALLE, SIR SAM	1974	1977	Ambassador to Sweden 	Q15429021
FALLE, SIR SAM	1977	1978	High Commissioner to Nigeria 	Q15429021
FANE, SIR EDMUND D.V.	1879	1881	Secretary of Legation Denmark 	
FANE, SIR EDMUND D.V.	1881	1885	Secretary of Legation Spain 	
FANE, SIR EDMUND D.V.			Secretary of Legation Belgium 	
FANE, SIR EDMUND D.V.	1885	1893	Secretary of Embassy Turkey 	
FANE, SIR EDMUND D.V.	1893	1898	Minister to Serbia 	
FANE, SIR EDMUND D.V.	1898	1900	Minister to Denmark 	
FANE, Hon. JULIAN H.C.	1856	1858	Secretary of Legation Russia 	
FANE, Hon. JULIAN H.C.	1858	1865	Secretary of Embassy Austria 	
FANE, Hon. JULIAN H.C.	1865	1866	Secretary of Embassy France 	
FANE, Hon. JULIAN H.C.	1866	1868	Minister France 	
FARNALL, HARRY de la B. R.	1899	1900	Acting Senior Clerk Western Department Foreign Office 	
FARNALL, HARRY de la B. R.	1900	1904	Senior Clerk African Department Foreign Office 	
FARNWORTH, JUDITH M.	2008	2011	Counsellor and Deputy Head of Mission Ukraine 	Q6303385
FARNWORTH, JUDITH M.	2011	2015	Ambassador to Kyrgyzstan 	Q6303385
FARNWORTH, JUDITH M.			Ambassador to Armenia 	Q6303385
FARQUHAR, SIR HAROLD L.	1941	1945	Consul-General Barcelona 	
FARQUHAR, SIR HAROLD L.	1945	1946	Counsellor Embassy Iran 	
FARQUHAR, SIR HAROLD L.	1946	1948	Minister to Ethiopia 	
FARQUHAR, SIR HAROLD L.	1948	1951	Ambassador to Sweden 	
FARQUHARSON, ROBERT A.	1971	1973	Minister Spain 	
FARQUHARSON, ROBERT A.	1973	1977	Consul-General San Francisco 	
FARQUHARSON, ROBERT A.	1977	1980	Ambassador to Yugoslavia 	
FARRANT, Colonel FRANCIS	1845	1852	Secretary of Legation Persia 	
FARRAR, REX G.	1980	1985	Consul-General Osaka 	
FARREL, JULIAN	1999	2003	Consul-General Munich 	
FAULKNER, L. GREGORY	1986	1990	Commercial Counsellor the Netherlands 	
FAULKNER, L. GREGORY	1990	1993	Minister Argentina 	
FAULKNER, L. GREGORY	1993	1996	Head of Latin American Department Foreign and Commonwealth Office 	
FAULKNER, L. GREGORY	1996	1999	High Commissioner to Trinidad and Tobago 	
FAULKNER, L. GREGORY	2000	2003	Ambassador to Chile 	
FAWCETT, SIR J. HENRY,	1877	1893	Consul-General Constantinople 	
FAWCETT, JOHN H.	1974	1975	Ambassador to North Vietnam 	
FAWCETT, JOHN H.	1975	1978	Counsellor and Head of Chancery Poland 	
FAWCETT, JOHN H.	1978	1986	Deputy High Commissioner New Zealand 	
FAWCETT, JOHN H.	1986	1989	Ambassador to Bulgaria 	
FEAN, SIR T. VINCENT	1992	1996	Counsellor (Information) Embassy France 	Q7931786
FEAN, SIR T. VINCENT	1996	1999	Head of Counter-Terrorism Policy Department Foreign and Commonwealth Office 	Q7931786
FEAN, SIR T. VINCENT	2002	2006	High Commissioner to Malta 	Q7931786
FEAN, SIR T. VINCENT	2006	2010	Ambassador to Libya 	Q7931786
FEAN, SIR T. VINCENT	2010	2014	Consul-General Jerusalem 	Q7931786
FEARN, SIR P. ROBIN	1976	1979	Counsellor and Head of Chancery Embassy Pakistan 	Q16017387
FEARN, SIR P. ROBIN	1979	1982	Head of South America Department Foreign and Commonwealth Office 	Q16017387
FEARN, SIR P. ROBIN	1984	1986	Ambassador to Cuba 	Q16017387
FEARN, SIR P. ROBIN	1986	1989	Assistant Under-Secretary for Foreign and Commonwealth Affairs (Americas) 	Q16017387
FEARN, SIR P. ROBIN	1989	1994	Ambassador to Spain 	Q16017387
FEARNLEY, JOHN T.	1964	1965	Economic Counsellor France 	
FEARNLEY, JOHN T.	1965	1969	Head of International Oil/Oil Department Foreign and Commonwealth Office 	
FEARNLEY, JOHN T.	1969	1975	Consul-General Frankfort 	
FEARNLEY, JOHN T.	1975	1976	Consul-General Sydney 	
FEATHERSTONE, SIMON M.	1994	1996	Consul-General Shanghai 	Q16192700
FEATHERSTONE, SIMON M.	1996	1998	Counsellor (Political) Embassy China 	Q16192700
FEATHERSTONE, SIMON M.	1998	2003	Head of European Union Department (External) Foreign and Commonwealth Office 	Q16192700
FEATHERSTONE, SIMON M.	2004	2008	Ambassador to Switzerland 	Q16192700
FEATHERSTONE, SIMON M.	2010	2014	High Commissioner to Malaysia 	Q16192700
FELL, JOHN R.M.	1956	1949	Minister to Paraguay 	
FELL, RICHARD T.	1989	1993	Economic and Commercial Counsellor Canada 	Q3080951
FELL, RICHARD T.	1993	1996	Counsellor and Deputy Head of Mission Thailand 	Q3080951
FELL, RICHARD T.	1997	2000	Assistant Director of Personnel (Personnel Services) Foreign and Commonwealth Office 	Q3080951
FELL, RICHARD T.	2001	2006	High Commissioner to New Zealand 	Q3080951
FELL, ROBERT	1961	1966	Commercial Counsellor India 	
FELL, ROBERT	1967	1971	Assistant Under-Secretary Board of Trade 	
FELTON, IAN	2008	2011	Ambassador to Guinea 	
FENN, SIR NICHOLAS M.	1976	1977	Counsellor and Head of Chancery China 	Q16239537
FENN, SIR NICHOLAS M.	1979	1982	Head of News Department Foreign and Commonwealth Office 	Q16239537
FENN, SIR NICHOLAS M.	1982	1986	Ambassador to Burma 	Q16239537
FENN, SIR NICHOLAS M.	1986	1991	Ambassador to Ireland 	Q16239537
FENN, SIR NICHOLAS M.	1991	1996	High Commissioner to India 	Q16239537
FENN, ROBERT D.R.	2004	2008	Deputy High Commissioner Cyprus 	
FENN, ROBERT D.R.	2009	2013	High Commissioner to Brunei 	
FENN, ROBERT D.R.			Head of Human Rights and Democracy Department Foreign and Commonwealth Office 	
FENTON, HENRY P.			Secretary of Legation Greece 	
FENTON, HENRY P.	1866	1872	Secretary of Legation Bavaria 	
FENTON, HENRY P.			Secretary of Legation Greece (did not proceed)	
FENTON, HENRY P.	1872	1890	Secretary of Legation the Netherlands 	
FERGUSON, CHRISTINE J.	2004	2006	Deputy Permanent Representative Organization for Security and Co-operation in Europe 	
FERGUSON, CHRISTINE J.	2006	2009	Counsellor and Deputy Head of Mission Austria 	
FERGUSON, EDWARD A. deP.			Ambassador to Bosnia and Herzegovina 	
FERGUSSON, SIR EWEN A.J.	1972	1975	Counsellor and Head of Chancery U.K. Permanent Representation to the European Economic Communities 	Q4535628
FERGUSSON, SIR EWEN A.J.	1975	1978	Principal Private Secretary to Foreign Secretary 	Q4535628
FERGUSSON, SIR EWEN A.J.	1978	1982	Assistant Under-Secretary for Foreign and Commonwealth Affairs (Europe) 	Q4535628
FERGUSSON, SIR EWEN A.J.	1982	1984	Ambassador to South Africa 	Q4535628
FERGUSSON, SIR EWEN A.J.	1984	1987	Deputy Under-Secretary for Foreign and Commonwealth Affairs (Middle East and Africa) 	Q4535628
FERGUSSON, SIR EWEN A.J.	1987	1993	Ambassador to France 	Q4535628
FERGUSSON, Hon. GEORGE D.	1997	1999	Head of Republic of Ireland Department Foreign and Commonwealth Office 	
FERGUSSON, Hon. GEORGE D.			Head of Devolved Administrations Department Foreign and Commonwealth Office 	
FERGUSSON, Hon. GEORGE D.	1999	2003	Consul-General Boston 	
FERGUSSON, Hon. GEORGE D.	2006	2010	High Commissioner to New Zealand 	
FERGUSSON, Hon. GEORGE D.	2012	2016	Governor of Bermuda 	
FERNIE, ALISTAIR	2006	2008	Counsellor (Economic and Social Affairs) U.K. Delegation to the U.N.O. New York 	
FFRENCH, ROBERT P.			Secretary of Legation Switzerland 	
FFRENCH, ROBERT P.	1868	1872	Secretary of Legation Spain 	
FFRENCH, ROBERT P.	1872	1873	Secretary of Embassy Russia 	
FFRENCH, ROBERT P.	1873	1878	Secretary of Embassy Austria-Hungary 	
FIDLER, MARTIN A.			Deputy High Commissioner Jamaica 	
FIELD, E. JOHN	1980	1983	Commercial Counsellor South Korea 	
FIELD, E. JOHN	1984	1988	Counsellor (Economic and Social) U.K. Delegation to the United Nations Organization New York 	
FIELD, E. JOHN	1988	1991	Minister Japan 	
FIELD, E. JOHN	1991	1996	High Commissioner to Sri Lanka 	
FIELDING, FRANK S.	1969	1972	Deputy High Commissioner Brisbane Australia 	
FIELDING, FRANK S.	1972	1975	Commercial Counsellor Singapore 	
FIELDING, SIR LESLIE	1964	1966	Charge d’Affaires Cambodia 	Q6530806
FIELDING, SIR LESLIE	1982	1987	Director-General External Relations European Commission 	Q6530806
FIFOOT, PAUL R.N.	1984	1988	Deputy Legal Adviser Foreign and Commonwealth Office 	
FIGG, SIR LEONARD C.W.	1973	1977	Consul-General Milan 	Q24680566
FIGG, SIR LEONARD C.W.	1977	1980	Assistant Under-Secretary for Foreign and Commonwealth Affairs (Public Departments) 	Q24680566
FIGG, SIR LEONARD C.W.	1980	1983	Ambassador to Ireland 	Q24680566
FIGGIS, SIR ANTHONY ST.J. H.	1980	1982	Commercial Counsellor Spain 	
FIGGIS, SIR ANTHONY ST.J. H.	1982	1985	Counsellor Embassy Yugoslavia 	
FIGGIS, SIR ANTHONY ST.J. H.	1986	1988	Head of East European Department Foreign and Commonwealth Office 	
FIGGIS, SIR ANTHONY ST.J. H.	1988	1989	Counsellor and Head of Chancery Embassy Federal Republic of Germany 	
FIGGIS, SIR ANTHONY ST.J. H.	1989	1991	Director of Research/Research and Analysis Foreign and Commonwealth Office 	
FIGGIS, SIR ANTHONY ST.J. H.	1991	1996	Assistant Under-Secretary for Foreign and Commonwealth Affairs (Protocol) and Vice-Marshal of the Diplomatic Corps 	
FIGGIS, SIR ANTHONY ST.J. H.	1996	2000	Ambassador to Austria 	
FIGGIS, SIR ANTHONY ST.J. H.	2001	2008	Marshal of the Diplomatic Corps 	
FILLITER, DOUGLAS F.S.			Consul-General Hamburg (did not proceed)	
FILLITER, DOUGLAS F.S.	1934	1937	Consul-General Hamburg 	
FILLITER, DOUGLAS F.S.	1937	1940	Consul-General Naples 	
FINCH, Major JOHN P.G.	1947	1948	Head of Commonwealth Co-ordination Department Foreign Office 	
FINCH, Major JOHN P.G.	1948	1952	Head of Cultural Relations Department Foreign Office 	
FINDLAY, SIR MANSFELDT de C.	1901	1907	Counsellor Egypt 	Q15971082
FINDLAY, SIR MANSFELDT de C.	1907	1909	Minister Resident Saxony and Saxe-Coburg 	Q15971082
FINDLAY, SIR MANSFELDT de C.	1909	1911	Minister to Bulgaria 	Q15971082
FINDLAY, SIR MANSFELDT de C.	1911	1923	Minister to Norway 	Q15971082
FINGLAND, SIR STANLEY J.G.	1962	1964	Deputy High Commissioner Trinidad and Tobago 	Q7599600
FINGLAND, SIR STANLEY J.G.	1964	1966	Deputy High Commissioner to Rhodesia 	Q7599600
FINGLAND, SIR STANLEY J.G.	1966	1969	High Commissioner to Sierra Leone 	Q7599600
FINGLAND, SIR STANLEY J.G.	1969	1970	Assistant Under-Secretary for Foreign and Commonwealth Affairs (South-East Asia) 	Q7599600
FINGLAND, SIR STANLEY J.G.	1970	1972	Assistant Under-Secretary for Foreign and Commonwealth Affairs (Central and Southern Africa) 	Q7599600
FINGLAND, SIR STANLEY J.G.	1972	1975	Ambassador to Cuba 	Q7599600
FINGLAND, SIR STANLEY J.G.	1975	1979	High Commissioner to Kenya 	Q7599600
FINLAYSON, GEORGE	1990	1993	Deputy High Commissioner Bangladesh 	
FINLAYSON, GEORGE	1994	1998	Consul-General Melbourne Australia 	
FINLAYSON, GEORGE	1998	2001	High Commissioner to Malawi 	
FINLAYSON, GEORGE S.	1969	1972	Commercial Counsellor Singapore 	
FINLAYSON, GEORGE S.	1972	1973	Head of Trade Relations and Exports Department Foreign and Commonwealth Office 	
FINLAYSON, GEORGE S.	1973	1978	Commercial Counsellor France 	
FINLAYSON, GEORGE S.	1978	1981	Consul-General Toronto 	
FINLAYSON, GEORGE S.	1981	1984	Consul-General Los Angeles 	
FINN, ALEXANDER	1907	1909	Consul-General Chicago 	
FISH, ARTHUR Y.	1959	1965	Consul-General Salonica 	
FISHER, SIR GODFREY A.	1930	1937	Consul-General Naples 	
FISHER, SIR GODFREY A.	1937	1940	Consul-General Antwerp 	
FISHER, SIR GODFREY A.	1941	1945	Consul-General San Francisco 	
FISHER, JOHN M.	1955	1959	Counsellor (Information) Federal Republic of Germany 	
FISHER, JOHN M.	1959	1962	Inspector 	
FISHER, JOHN M.	1962	1965	Counsellor Embassy Thailand 	
FISHER, JOHN M.	1966	1970	Consul-General Dusseldorf 	
FISHER, RICHARD C.	1973	1976	Commercial Counsellor Poland 	
FISHER, RICHARD C.	1976	1979	Commercial Counsellor Italy 	
FISHER, SIMON J.	2009	2013	Consul-General Osaka 	
FISHER, STEVEN M.	2002	2005	Counsellor and Deputy Head of Mission Venezuela 	
FISHER, STEVEN M.	2005	2009	Counsellor and Deputy Head of Mission Hungary 	
FISHER, STEVEN M.	2010	2015	Ambassador to the Dominican Republic and Haiti 	
FITCHETT, ROBERT D.	2003	2006	Counsellor and Deputy Head of Mission Philippines 	
FITCHETT, ROBERT D.	2006	2008	Counsellor Embassy France 	
FITCHETT, ROBERT D.	2008	2011	Counsellor and Deputy Head of Mission Mexico 	
FITTON, DAVID J.	1996	2000	Counsellor (Political) Embassy Japan 	
FITTON, DAVID J.	2001	2004	Counsellor and Deputy Head of Mission Turkey 	
FITTON, DAVID J.	2008	2012	Minister Japan 	
FITTON, DAVID J.	2013	2017	High Commissioner to Jamaica 	
FITTON-BROWN, EDMUND	2015	2017	Ambassador to Yemen 	
FITZGERALD, LORD ROBERT S.	1789	1791	Secretary of Embassy France 	Q26220079
FITZGERALD, LORD ROBERT S.	1792	1795	Minister to Switzerland 	Q26220079
FITZGERALD, LORD ROBERT S.	1796	1799	Envoy to Denmark 	Q26220079
FITZGERALD, LORD ROBERT S.	1802	1808	Minister to Portugal 	Q26220079
FITZHERBERT, GILES E.	1975	1977	Commercial Counsellor Kuwait 	
FITZHERBERT, GILES E.	1977	1978	Counsellor High Commission Cyprus 	
FITZHERBERT, GILES E.	1978	1982	Head of European Community (External) Department Foreign and Commonwealth Office 	
FITZHERBERT, GILES E.			Inspector 	
FITZHERBERT, GILES E.	1983	1987	Minister Italy 	
FITZHERBERT, GILES E.	1988	1993	Ambassador to Venezuela 	
FITZMAURICE, SIR GERALD G.	1945	1953	Second Legal Adviser Foreign Office 	Q1509871
FITZMAURICE, SIR GERALD G.	1953	1960	Legal Adviser Foreign Office 	Q1509871
FLACK, BERTRAM A.	1967	1968	Deputy High Commissioner Dacca Pakistan 	
FLACK, BERTRAM A.	1968	1970	Inspector 	
FLACK, BERTRAM A.	1971	1973	Head of Communications Department Foreign and Commonwealth Office 	
FLACK, BERTRAM A.	1973	1975	Commercial Counsellor Sweden 	
FLACK, BERTRAM A.	1976	1979	Deputy High Commissioner and Minister (Commercial) Canada 	
FLACK, BERTRAM A.	1979	1980	High Commissioner to Uganda 	
FLAHERTY, PAUL	2008	2011	Deputy Permanent U.K. Representative to N.A.T.O. 	
FLEAR, TIMOTHY C.F.	2006	2010	Consul-General Rio de Janeiro 	
FLEAR, TIMOTHY C.F.			Consul-General Milan 	
FLETCHER, THOMAS S.F.	2007	2011	Private Secretary (Foreign Affairs) to the Prime Minister 	
FLETCHER, THOMAS S.F.	2011	2015	Ambassador to Lebanon 	
FLOUD, SIR FRANCIS L.C.	1920	1927	Permanent Secretary Ministry of Agriculture and Fisheries 	Q16003830
FLOUD, SIR FRANCIS L.C.	1927	1930	Chairman of the Board of Customs and Excise 	Q16003830
FLOUD, SIR FRANCIS L.C.	1930	1934	Permanent Secretary Ministry of Labour 	Q16003830
FLOUD, SIR FRANCIS L.C.	1934	1938	High Commissioner to Canada 	Q16003830
FLOWER, ROBERT P.	1985	1990	Counsellor Embassy Federal Republic of Germany 	
FLOWER, ROBERT P.	1990	1993	Counsellor and Deputy Head of Mission the Netherlands 	
FLOWER, ROBERT P.	1994	1995	Head of Security Coordination Department Foreign and Commonwealth Office 	
FLOWER, ROBERT P.	1995	1996	Head of Drugs International Crime and Terrorism Department Foreign and Commonwealth Office 	
FLYNN, JOHN G.	1979	1982	Counsellor and Head of Chancery Embassy Brazil 	
FLYNN, JOHN G.	1982	1987	Counsellor Embassy Spain 	
FLYNN, JOHN G.	1987	1990	High Commissioner to Swaziland 	
FLYNN, JOHN G.	1990	1993	Ambassador to Angola 	
FLYNN, JOHN G.	1993	1997	Ambassador to Venezuela 	
FONTANA, RAPHAEL A.	1920	1923	Consul-General Salonica 	
FORBES, Hon. FRANCIS R.	1823	1828	Secretary of Legation/Embassy Portugal 	
FORBES, Hon. FRANCIS R.	1828	1832	Secretary of Embassy Austria 	
FORBES, Hon. FRANCIS R.	1832	1858	Minister to Saxony 	
FORBES, Hon. FRANCIS R.	1858	1859	Minister to Brazil 	
FORBES, MATTHEW K.	2009	2012	High Commissioner to the Seychelles 	
FORBES, SIR V. COURTENAY W.	1932	1934	Counsellor Embassy Spain 	
FORBES, SIR V. COURTENAY W.	1934	1945	Minister/Ambassador to Peru 	
FORBES-MEYLER, JOHN W.	1992	1996	Counsellor and Deputy Head of Mission Austria 	
FORBES-MEYLER, JOHN W.	1997	2000	Ambassador to Ecuador 	
FORBES SMITH, MICHAEL	1999	2002	Deputy High Commissioner Pakistan 	
FORBES SMITH, MICHAEL	2002	2004	Ambassador to Tajikistan 	
FORD, ANTONY	1984	1987	Counsellor Embassy German Democratic Republic 	
FORD, ANTONY	1990	1994	Consul-General San Frncisco 	
FORD, ANTONY	1997	1999	Minister Germany 	
FORD, ANTONY	2000	2003	Ambassador to Austria 	
FORD, Rt. Hon. SIR F. CLARE			Secretary of Legation Japan (did not proceed)	Q5126162
FORD, Rt. Hon. SIR F. CLARE	1865	1866	Secretary of Legation Argentina 	Q5126162
FORD, Rt. Hon. SIR F. CLARE	1866	1867	Secretary of Legation Denmark 	Q5126162
FORD, Rt. Hon. SIR F. CLARE	1867	1870	Secretary of Legation USA 	Q5126162
FORD, Rt. Hon. SIR F. CLARE	1870	1871	Secretary of Legation Belgium (did not proceed)	Q5126162
FORD, Rt. Hon. SIR F. CLARE	1871	1872	Secretary of Embassy Russia 	Q5126162
FORD, Rt. Hon. SIR F. CLARE	1872	1873	Secretary of Embassy Austria-Hungary 	Q5126162
FORD, Rt. Hon. SIR F. CLARE	1873	1878	Charge d’Affaires Hesse-Darmstadt and Baden 	Q5126162
FORD, Rt. Hon. SIR F. CLARE	1878	1879	Minister to Argentina 	Q5126162
FORD, Rt. Hon. SIR F. CLARE	1879	1881	Minister to Brazil 	Q5126162
FORD, Rt. Hon. SIR F. CLARE	1884	1892	Minister/Ambassador to Spain 	Q5126162
FORD, Rt. Hon. SIR F. CLARE	1892	1893	Ambassador to Turkey 	Q5126162
FORD, Rt. Hon. SIR F. CLARE	1893	1898	Ambassador to Italy 	Q5126162
FORD, Rt. Hon. SIR F. CLARE	1865	1866	Secretary of Legation Argentina 	Q5126162
FORD, Rt. Hon. SIR F. CLARE	1866	1867	Secretary of Legation Denmark 	Q5126162
FORD, Rt. Hon. SIR F. CLARE	1867	1870	Secretary of Legation USA 	Q5126162
FORD, Rt. Hon. SIR F. CLARE	1870	1871	Secretary of Legation Belgium (did not proceed)	Q5126162
FORD, Rt. Hon. SIR F. CLARE	1871	1872	Secretary of Embassy Russia 	Q5126162
FORD, Rt. Hon. SIR F. CLARE	1872	1873	Secretary of Embassy Austria-Hungary 	Q5126162
FORD, Rt. Hon. SIR F. CLARE	1873	1878	Charge d’Affaires Hesse-Darmstadt and Baden 	Q5126162
FORD, Rt. Hon. SIR F. CLARE	1878	1879	Minister to Argentina 	Q5126162
FORD, Rt. Hon. SIR F. CLARE	1879	1881	Minister to Brazil 	Q5126162
FORD, Rt. Hon. SIR F. CLARE	1884	1892	Minister/Ambassador to Spain 	Q5126162
FORD, Rt. Hon. SIR F. CLARE	1892	1893	Ambassador to Turkey 	Q5126162
FORD, Rt. Hon. SIR F. CLARE	1893	1898	Ambassador to Italy 	Q5126162
FORD, HUGH A.	1931	1933	Consul-General Lourenco Marques 	
FORD, HUGH A.	1933	1943	Consul-General Boston 	
FORD, SIR JOHN A.	1963	1966	Head of Establishment and Organization Department Foreign Office 	
FORD, SIR JOHN A.	1966	1970	Commercial Counsellor Italy 	
FORD, SIR JOHN A.	1970	1971	Assistant Under-Secretary for Foreign and Commonwealth Affairs (European Integration) 	
FORD, SIR JOHN A.	1971	1975	Consul-General New York 	
FORD, SIR JOHN A.	1975	1978	Ambassador to Indonesia 	
FORD, SIR JOHN A.	1978	1981	High Commissioner to Canada 	
FORD, JOSEPH F.	1960	1962	Consul-General Hanoi 	
FORD, JOSEPH F.	1962	1964	Consul-General New Orleans 	
FORD, JOSEPH F.	1964	1967	Counsellor Embassy South Vietnam 	
FORD, JOSEPH F.	1967	1970	Director of Research Foreign and Commonwealth Office 	
FORD, PETER W.	1987	1990	Commercial Counsellor Saudi Arabia 	
FORD, PETER W.	1991	1994	Deputy High Commissioner Singapore 	
FORD, PETER W.	1994	1999	Head of Near East and North Africa Department Foreign and Commonwealth Office 	
FORD, PETER W.	1999	2003	Ambassador to Bahrain 	
FORD, PETER W.	2003	2006	Ambassador to Syria 	
FORD, ROBERT W.	1967	1970	Consul-General Tangier 	
FORD, ROBERT W.	1970	1974	Consul-General Luanda 	
FORD, ROBERT W.	1974	1978	Consul-General Bordeaux 	
FORD, ROBERT W.	1978	1980	Consul-General Gothenburg 	
FORD, ROBERT W.	1980	1983	Consul-General Geneva 	
FORDHAM, SIR A. STANLEY	1949	1951	Head of American Department Foreign Office 	
FORDHAM, SIR A. STANLEY	1951	1952	Counsellor Embassy Poland 	
FORDHAM, SIR A. STANLEY	1952	1954	Counsellor Embassy Sweden 	
FORDHAM, SIR A. STANLEY	1954	1956	Minister Argentina 	
FORDHAM, SIR A. STANLEY	1956	1960	Ambassador to Cuba 	
FORDHAM, SIR A. STANLEY	1960	1964	Ambassador to Colombia 	
FORSTER, HENRY F.	1854	1863	Senior Clerk Turkish Department Foreign Office 	
FORSTER, SIR OLIVER G.	1965	1967	Principal Private Secretary to the Secretary of State for Commonwealth Affairs 	
FORSTER, SIR OLIVER G.	1967	1970	Counsellor and Head of Chancery Embassy Philippines 	
FORSTER, SIR OLIVER G.	1970	1975	Counsellor High Commission India 	
FORSTER, SIR OLIVER G.			Minister India 	
FORSTER, SIR OLIVER G.	1975	1979	Assistant Under-Secretary and Deputy Chief Clerk Foreign and Commonwealth Office 	
FORSTER, SIR OLIVER G.	1979	1984	Ambassador to Pakistan 	
FORSTER, RALPH G.E.	1914	1926	Consul-General Kobe 	
FORT, DAME MAEVE G.	1984	1986	Counsellor and Head of Chancery Embassy Chile 	Q6729391
FORT, DAME MAEVE G.	1986	1989	Head of West Africa Department Foreign and Commonwealth Office and Ambassador to Chad 	Q6729391
FORT, DAME MAEVE G.	1989	1992	Ambassador to Mozambique 	Q6729391
FORT, DAME MAEVE G.	1992	1996	Ambassador to Lebanon 	Q6729391
FORT, DAME MAEVE G.	1996	2000	High Commissioner to South Africa 	Q6729391
FORTESCUE, SIR J. ADRIAN	1983	1984	Counsellor and Head of Chancery Embassy Hungary 	
FORTESCUE, SIR J. ADRIAN	1994	1999	Deputy Director-General Secretariat European Union Commission 	
FORTESCUE, SIR J. ADRIAN	1999	2004	Director-General Justice and Home Affairs European Union Commission 	
FOSTER, Rt. Hon. SIR AUGUSTUS J., Bt.	1804	1806	Secretary of Legation U.S.A. 	
FOSTER, Rt. Hon. SIR AUGUSTUS J., Bt.	1808	1810	Secretary of Legation Sweden 	
FOSTER, Rt. Hon. SIR AUGUSTUS J., Bt.	1811	1812	Minister to U.S.A. 	
FOSTER, Rt. Hon. SIR AUGUSTUS J., Bt.	1814	1824	Minister to Denmark 	
FOSTER, Rt. Hon. SIR AUGUSTUS J., Bt.	1824	1840	Minister to Sardinia-Piedmont 	
FOSTER, PETER M.	1969	1972	Counsellor and Head of Chancery Embassy Israel 	
FOSTER, PETER M.	1972	1974	Head of Central and Southern Africa Department Foreign and Commonwealth Office 	
FOSTER, PETER M.	1974	1978	U.K. Representative to the Council of Europe 	
FOSTER, PETER M.	1981	1984	Ambassador to German Democratic Republic 	
FOULDS, LINTON H.	1946	1951	Minister to the Philippines 	
FOWLER, DENNIS H.	1980	1983	Head of Claims Department Foreign and Commonwealth Office 	
FOWLER, PETER J.			Counsellor U.K. Delegation to Comprehensive Test Ban Negotiations 	
FOWLER, PETER J.	1981	1985	Counsellor Embassy Federal Republic of Germany	
FOWLER, PETER J.	1985	1988	Head of North American Department Foreign and Commonwealth Office 	
FOWLER, PETER J.	1988	1993	Minister India 	
FOWLER, PETER J.	1993	1996	High Commissioner to Bangladesh 	
FOWLER, REES J.	1946	1949	Minister to Honduras 	
FOWLER, REES J.	1950	1955	Consul-General Genoa	
FOWLER, SIR ROBERT W.D.	1953	1954	Head of South Asia Department Commonwealth Relations Office 	
FOWLER, SIR ROBERT W.D.	1954	1956	Head of Central Africa and Territories Department Foreign and Commonwealth Office 	
FOWLER, SIR ROBERT W.D.	1956	1959	Deputy High Commissioner Pakistan 	
FOWLER, SIR ROBERT W.D.	1959	1962	Deputy High Commissioner Canada 	
FOWLER, SIR ROBERT W.D.	1962	1964	Deputy High Commissioner Nigeria 	
FOWLER, SIR ROBERT W.D.	1964	1965	High Commissioner to Tanzania 	
FOWLER, SIR ROBERT W.D.			Assistant Under-Secretary for Commonwealth Affairs 	
FOWLER, SIR ROBERT W.D.	1966	1967	Ambassador to Sudan 	
FOWLER, SIR ROBERT W.D.	1967	1968	Assistant Under-Secretary for Commonwealth Affairs 	
FOWLER, SIR ROBERT W.D.	1968	1970	Ambassador to Sudan 	
FOX, SIR HARRY H.	1918	1929	Commercial Counsellor China 	
FOX, Hon. HENRY E.	1832	1835	Secretary of Legation Sardinia-Piedmont 	
FOX, Hon. HENRY E.	1835	1837	Secretary of Embassy Austria 	
FOX, Hon. HENRY E.	1838	1839	Minister to the German Confederation 	
FOX, Hon. HENRY E.	1839	1846	Minister to Tuscany 	
